Vmag,Plx,e_Plx,B-V,SpType
9.48,29.96,1.44,1.126,K5
6.83,6.24,0.89,0.362,A5
8.79,3.99,1.09,0.988,G5
8.08,8.03,1.1,0.863,G5
8.8,2.98,0.77,1.165,K2III
8.99,3.99,1.27,0.26,B9V
5.37,6.4,0.78,1.517,K4III
7.69,1.02,0.98,1.004,G8III-IV
8.71,19.4,1.25,0.657,G3V
6.38,23.16,0.81,0.366,F2V
8.46,3.5,1.27,1.334,K0
8.7,2.31,1.29,-0.045,B1II
9.88,10.53,2.99,0.545,F7/F8IV/V
10.26,2.84,2.22,0.439,F2V
7.93,4.07,0.95,1.493,K5
8.83,-1.79,2.42,0.724,B5Iab
5.49,4.8,0.63,1.615,M3III
5.04,17.54,0.62,0.031,A1V
8.84,3.28,1.2,-0.018,B0
9.18,6.34,1.27,0.599,G0
7.55,2.19,0.69,1.621,K5
8.43,8.86,0.77,0.418,F5
9.29,0.95,1.28,-0.12,B2
8.95,7.05,1.32,0.556,F8
8.85,7.8,1.11,0.385,F5
9.16,6.17,1.38,0.546,F5/F6V
8.37,11.18,1.08,0.428,F5V
9.35,12.68,1.23,0.748,K0/1V (+K)
8.54,7.6,1.5,0.417,F2
8.11,1.67,1.1,1.579,M1III
8.77,7.93,1.12,0.562,G0
10.41,4.29,2.47,0.44,F5
7.48,1.99,0.89,-0.013,A0
7.87,13.46,1.04,0.539,F5
9.83,4.59,1.67,0.559,F7/F8IV
8.48,-0.68,1.16,0.651,B6Iab
9.09,2.43,1.13,1.107,K0
8.83,2.13,0.79,0.966,G8III/IV
8.1,4.01,1.05,0.944,G8III/IV
10.32,5.45,1.61,0.48,F8
8.82,8.12,1.2,0.502,F5V
8.91,2.44,1.19,1.051,K2
7.52,3.65,1.0,1.05,G5
8.45,2.29,1.15,0.941,G0
10.13,10.1,2.15,0.6,G2
6.55,4.61,0.87,0.256,A9III
7.96,4.17,1.03,1.12,G5
7.35,11.61,0.64,0.803,G8IV
9.34,6.47,2.89,0.513,G0
8.91,43.37,1.38,1.044,K5
8.65,3.21,1.27,0.495,G0
8.33,8.07,1.26,0.554,F7IV
7.69,7.93,0.69,0.453,F5V
8.34,4.09,1.16,1.14,K1III
8.41,3.81,1.68,0.275,A7V
8.1,7.67,1.1,0.944,K0IV
8.95,5.96,3.08,1.2,F8
8.34,7.61,2.32,0.526,F8
8.94,5.96,3.08,0.58,F8
8.13,18.61,1.01,0.626,F8
9.25,10.03,1.0,0.681,G5V
7.64,2.48,0.94,1.454,K5III
7.35,14.29,0.97,0.606,G0V
9.65,4.53,1.4,0.67,G1V
8.25,2.9,0.96,1.039,K0III
8.38,8.9,0.79,0.355,F0V
7.78,8.4,0.92,0.325,F0
8.81,9.74,1.26,0.46,F3V
10.95,1.35,2.12,0.492,A
9.57,6.7,5.12,0.535,F5
6.7,10.08,0.86,0.07,A1V
8.48,-0.45,1.27,2.266,M2III
10.09,15.38,1.89,0.695,K0
9.43,10.6,0.93,0.588,G0V
7.51,3.33,0.99,1.308,K3III
9.46,4.02,1.28,1.237,K1III
7.39,6.42,0.96,0.374,F0
8.39,7.91,0.99,0.528,F8
8.36,1.51,1.21,1.26,K2
9.53,0.18,1.79,0.691,B9Iab
7.05,3.86,0.9,-0.017,B9
7.74,5.04,0.99,1.114,G5III
8.01,2.29,1.07,0.05,A0
9.08,0.81,1.37,0.944,K0
9.33,1.29,1.61,1.047,K0II/III
8.67,11.66,1.12,0.578,G0
10.43,-0.85,3.25,1.071,F6
9.54,-3.14,3.62,0.0,B3
9.94,6.46,1.27,0.417,sdF2:
8.5,2.95,1.13,1.608,K7
8.15,1.83,0.97,1.075,K0III
7.37,5.11,0.84,0.167,A3V
9.89,6.05,1.5,0.657,F8
6.18,5.79,0.76,1.544,K5/M0III
6.76,3.56,0.79,1.074,G9Ib
7.61,5.55,0.92,0.254,A7III
8.91,1.77,1.03,0.166,A0
8.89,2.4,1.28,1.172,K0
9.09,-1.8,1.56,0.644,B1.5Ia
9.17,5.45,1.34,0.558,F6V
8.83,1.61,1.42,1.436,K2
7.8,5.02,1.05,1.187,G5
8.41,3.67,1.25,1.368,K2
9.44,9.74,1.52,0.519,F6V
8.4,5.68,1.13,1.069,K1IIICN...
7.87,4.46,0.92,-0.009,A0
8.39,1.87,1.35,0.135,A0
9.6,4.83,1.47,0.979,K0
8.59,4.4,1.38,1.696,K5
8.09,1.53,0.71,1.083,K0III
8.45,2.45,1.0,1.431,K2
8.27,1.87,0.77,1.608,M1III
7.84,11.04,0.99,0.408,F5
9.8,1.42,1.48,0.515,F3V
7.79,5.23,1.02,1.051,G5
8.7,8.5,1.3,0.508,F5
9.78,2.95,1.42,0.384,F2V
7.02,2.12,0.84,1.666,M1/M2III
8.09,1.27,0.96,1.499,K5III
8.98,25.79,1.28,0.795,K0V
6.55,4.11,0.89,1.389,K3III
9.74,3.78,1.43,0.463,F3V
8.22,12.64,1.13,0.517,F8
8.65,7.78,0.71,0.43,F5IV/V
8.82,2.1,1.13,1.659,K2
7.96,5.81,1.33,0.544,F6/F7V
8.84,2.58,1.08,-0.104,B8V
10.16,2.41,1.62,1.197,K0
9.46,8.92,1.33,0.585,F8IV
7.44,3.34,0.89,-0.059,B9
8.45,5.13,1.99,0.976,K1III
9.25,1.62,1.18,1.568,K5
8.41,13.02,1.01,0.53,F5V
9.74,30.78,1.6,1.144,K5V
5.63,100.24,0.68,0.804,K0V
8.49,4.29,1.01,0.985,K0
8.85,2.38,1.16,1.255,K1/K2III
6.05,16.13,0.52,0.338,F0III
9.02,2.37,1.23,0.958,G8III
8.74,2.83,1.14,1.18,K1III
6.33,5.85,0.72,1.016,K0III
6.33,17.15,0.78,0.461,F6V
8.63,2.79,1.11,1.006,G5
9.11,7.26,1.3,0.458,F5IV/V
9.73,4.83,1.55,0.616,G3V
9.69,8.25,1.07,0.626,G2IV/V
8.73,2.34,1.22,1.34,K2
8.26,4.71,1.05,0.25,A2
8.76,2.46,2.09,0.317,A3
9.44,1.82,1.49,0.984,G2III
8.73,3.29,1.14,1.2,K0
9.79,8.38,1.45,0.555,F8V
12.24,48.23,4.35,1.695,M2
9.46,9.9,1.38,0.546,G1V
8.69,3.09,1.17,0.397,F0
8.87,3.57,1.25,0.155,B9V
8.25,3.27,0.82,1.059,K0III
5.86,11.37,0.76,-0.039,B9.5V
8.33,4.24,0.85,1.141,K2III
8.95,2.58,1.21,0.871,K0
9.08,5.23,1.28,0.482,F5V
8.43,11.35,1.11,0.515,F5
8.03,2.72,1.09,1.028,G5
9.24,13.33,1.04,0.763,G8V
9.71,8.14,1.03,0.481,G0
9.57,9.22,1.58,0.602,G0V
9.97,8.01,3.01,0.486,F8V
7.13,22.16,0.77,0.637,G4V
7.35,11.35,0.88,0.681,G2IV
8.58,2.55,1.22,1.027,G8V
10.07,4.29,1.77,0.54,F8
8.59,4.02,1.16,0.36,F0V
5.91,9.95,0.89,0.97,G9III
9.29,-1.52,1.28,1.052,K0III
8.35,3.01,0.97,0.034,A0
8.03,4.52,0.7,0.947,K0III
8.34,2.48,1.08,1.291,K0
8.16,2.48,1.17,0.909,G8III
9.26,6.2,1.34,1.09,K0
9.77,5.51,1.79,0.63,G5
9.24,1.3,1.38,1.111,G5
8.49,8.38,1.11,0.303,F2
8.5,10.09,1.49,0.2,A5
7.43,1.05,0.9,0.279,B2Ib
8.59,8.02,1.01,0.36,F0
7.11,8.76,0.95,0.28,F0V
8.3,9.68,1.08,0.725,G0
9.14,3.3,0.86,1.312,K5
8.37,7.86,1.09,0.485,F5V
7.23,2.76,0.9,1.593,K5III
9.91,11.0,2.16,0.594,G3V
9.15,0.28,1.4,1.223,K0III
5.94,10.57,0.72,0.975,K0III
8.74,3.54,1.12,0.913,G0
9.09,18.56,1.36,0.804,K0
9.6,3.57,1.38,0.552,F6V
8.48,2.67,0.84,1.199,K2III
7.04,5.27,0.78,1.194,K0
9.76,3.98,1.36,0.567,F7IV
7.57,10.89,0.82,0.43,F3V
8.86,9.06,1.17,0.395,F3III/IV
5.78,36.65,0.73,0.572,F8V
7.9,5.91,0.89,0.469,F3/F5IV
12.32,2.92,3.27,-0.06,sdB:
9.02,3.93,1.23,1.003,G8/K0IVp...
9.23,1.06,1.29,0.91,K0III
9.69,19.97,1.72,0.8,G5
9.39,7.04,1.42,0.552,G2/G3V
7.58,4.42,0.79,0.972,G8III
8.34,6.17,1.48,1.2,G8V
8.61,0.9,1.22,1.346,G5
8.76,12.01,1.22,0.534,F6V
7.64,4.43,0.73,-0.048,B9V
9.25,1.62,1.34,0.867,G5
10.43,9.91,3.5,0.67,G5 + G5
7.58,10.29,0.87,0.333,F0
9.82,6.49,1.65,0.66,G0
9.49,2.88,1.19,0.06,A0
7.37,10.29,0.99,0.262,A3
9.48,6.54,1.36,0.67,G2V
9.48,1.93,1.16,1.087,G8III
9.45,4.4,1.05,0.434,F2V
8.65,6.41,1.3,0.431,F3V
8.23,6.55,1.01,0.412,F2V
8.32,8.93,1.09,0.43,F2
9.15,2.56,1.17,0.972,G8IV
8.78,2.9,1.16,0.546,F6V
9.68,3.53,1.42,0.326,A9V
9.25,6.12,1.34,0.407,A2
8.27,6.66,1.19,0.145,A0
8.93,7.82,3.19,0.439,F8+...
8.18,16.35,1.16,0.54,F8
7.94,3.1,0.85,0.051,B9/B9.5V
8.3,3.57,1.03,1.0,G5
8.45,2.63,0.78,0.22,A2mA5-A7
8.69,6.26,1.1,0.387,F2V
9.76,2.63,1.43,0.573,B8
6.01,9.84,1.05,0.17,A3V
8.14,17.34,1.07,0.627,G0
7.92,4.95,1.0,1.189,K2IIICN...
8.6,2.4,1.03,1.158,G5
8.87,10.54,1.19,0.544,F7V
6.35,7.35,0.74,1.222,K2/K3III
9.19,-0.76,1.23,1.547,M2III:
9.2,-0.46,2.12,0.014,B5
8.02,1.24,1.03,1.521,K3/K4III:
7.82,3.69,0.64,-0.079,B8V
6.72,43.47,4.48,0.654,G0
9.58,0.64,1.02,0.24,B8
8.71,3.67,1.15,1.071,K0
6.9,3.33,0.87,-0.066,B8
8.3,5.67,1.13,0.126,A0
9.17,5.89,1.24,0.476,G5
9.54,9.8,1.33,0.722,G6V
8.37,4.16,1.15,1.0,K0
8.64,7.3,2.04,0.909,K0III
4.66,42.35,0.87,0.333,F3III
7.93,20.46,0.91,0.664,G5V
7.48,3.62,0.64,1.216,K0III
9.41,3.33,0.92,0.381,F2
8.57,9.21,1.08,0.463,F5V
9.73,0.69,1.16,0.449,B8
9.01,-0.31,1.15,-0.117,B5
8.23,10.79,1.5,0.513,F5V
9.65,-0.16,0.97,0.94,G6/G8III/IV
8.16,13.56,0.99,0.537,F5
8.44,1.51,0.79,1.3,K2III
8.89,15.89,1.17,0.658,G5V
8.38,7.44,1.24,0.534,F5
9.25,1.2,1.34,0.891,G8III/IV
9.09,5.56,3.66,0.659,G2V
7.43,2.55,0.63,1.26,K1III
6.37,36.89,0.72,0.523,F6V
8.2,1.03,0.99,-0.035,B9
8.29,2.25,1.02,1.168,K0
9.49,16.17,1.37,0.732,G6V
9.7,2.43,1.55,0.464,F6V
7.07,5.11,1.12,0.033,A0
8.11,1.76,0.69,0.262,A5
8.36,-0.61,1.26,1.333,Mc
8.56,19.04,1.21,0.648,G8V
10.26,2.48,1.65,0.79,G0
7.43,10.97,1.01,0.621,G1IV
8.07,25.18,1.55,0.856,G5
7.2,2.84,0.86,1.599,K5III
8.47,13.16,1.05,0.592,G1V
8.16,4.66,0.92,0.418,F0
8.07,4.95,1.26,0.87,F7V
8.57,2.36,0.72,1.081,K0III
8.73,6.93,1.11,0.349,A5
8.81,1.1,1.3,1.082,K0
8.2,9.41,1.53,0.5,F5V
8.41,2.77,1.05,0.084,A1V
10.69,1.56,1.96,1.377,K0
8.26,4.52,1.14,0.912,G8III/IV
8.5,11.18,1.31,0.627,G0
8.62,9.99,1.01,0.386,F0
7.88,7.09,0.76,1.075,K2III/IV
8.32,4.27,1.23,1.048,K0III
8.06,37.33,0.97,0.758,K1V
5.83,5.68,1.09,0.743,K1III+...
8.15,5.8,1.47,0.505,F5
7.36,4.73,0.69,1.117,K2IIICN...
7.07,23.26,0.9,0.569,F8
6.88,0.22,0.99,1.631,M1III
9.22,6.94,0.89,0.55,F5/F6V
8.3,3.66,0.84,-0.002,B9
6.14,6.65,0.66,0.998,K1IV
8.44,5.18,1.15,0.875,G8IV
8.66,1.39,1.1,1.507,K5III
9.02,8.08,1.21,0.661,G5III
10.54,3.23,1.85,0.57,F8
7.96,10.52,0.97,0.521,F5
8.56,4.7,0.79,0.241,A4III
9.01,9.47,0.77,0.366,Fwp
10.34,0.51,1.99,0.406,F2
7.39,4.61,0.63,1.107,K0/K1III
9.48,5.55,1.16,0.668,G5V
7.61,2.86,0.83,1.285,K1III
7.57,18.03,1.04,0.468,F6V
7.95,3.52,0.93,1.415,M5III
8.01,1.44,1.1,1.198,K0
7.58,14.2,0.93,0.413,F0
9.52,8.83,1.45,0.729,K0
8.68,2.54,1.1,1.453,K5
8.03,1.98,1.08,1.226,K0
8.36,0.22,1.02,1.609,M0
10.34,3.22,1.75,0.432,F3
9.26,6.03,1.28,0.616,G0V
9.92,2.36,2.07,1.35,M5
8.58,5.21,1.25,0.937,G5
8.58,4.22,1.05,0.24,F0
9.51,14.64,1.1,0.74,G8V
9.0,3.62,0.93,1.125,K1III
8.97,5.25,2.29,0.494,F5...
8.02,2.71,0.93,1.602,K0
7.88,4.16,0.92,0.269,A0
8.96,20.29,1.25,0.78,G0
9.77,6.98,1.34,0.434,F3V
8.85,4.0,1.85,0.058,A0
9.89,1.54,1.51,0.048,B8
7.78,2.15,1.14,1.601,K5
9.32,3.94,1.17,0.319,F0V
5.92,23.46,1.02,0.302,F2Vw
8.45,11.72,1.25,0.588,G5
7.13,5.29,0.85,0.576,F5
9.08,2.29,1.27,0.491,G0
5.94,13.37,0.64,0.154,A1V
8.61,3.36,1.1,1.036,K0
8.59,3.08,1.09,0.983,G5
9.1,0.92,1.07,1.137,K0III
7.72,10.27,1.06,1.084,K0
5.96,22.42,0.67,0.419,F5V
8.08,4.76,1.34,0.19,A0
9.26,-0.42,1.23,0.2,B5
7.42,4.37,0.69,1.395,K4III
8.59,1.96,0.96,-0.038,Ap...
8.35,14.82,1.09,0.544,F8
7.79,1.81,0.93,1.535,K0
9.28,7.88,5.47,0.566,G5
8.99,0.87,2.75,0.383,F0
7.27,3.13,0.88,-0.015,B8
9.88,4.51,1.04,0.372,F0IV
9.28,2.83,1.27,0.406,F8
7.8,4.42,1.02,0.944,G5
10.07,2.1,1.44,1.19,G2
10.59,-4.78,4.18,0.962,F9Ib
7.68,4.52,0.87,1.172,K0
8.7,1.3,0.77,1.33,K3III
8.91,5.31,2.04,0.927,K0
7.27,3.68,0.94,1.595,M3
6.7,4.44,0.9,0.33,F0
8.99,1.64,1.34,0.463,F3V
7.16,8.04,0.94,0.366,A5
9.19,11.87,0.9,0.525,F5V
7.42,3.19,0.6,0.134,A0
7.2,14.41,0.91,0.47,F5V
6.54,0.02,0.8,2.215,K5Ia0-a...
8.78,3.5,1.02,0.576,F6V
7.91,4.37,0.92,-0.03,A0
7.98,3.09,2.04,0.13,B8V
9.77,2.2,1.46,0.541,B8
9.17,1.22,1.7,0.23,B5
9.25,5.89,1.27,0.407,F2/F3V
9.5,4.94,1.28,0.456,F5
9.26,2.76,3.22,0.066,A0
9.09,0.11,1.31,0.514,F8
8.49,0.73,1.8,-0.012,A5
9.23,3.97,1.54,0.46,F2/F3V
9.61,4.68,1.58,0.995,K0
7.61,5.05,0.94,1.029,G5
6.44,7.25,0.71,1.094,K1IIICN...
7.06,3.01,0.8,1.314,K2/K3III
7.14,4.26,0.81,-0.054,A0p
10.67,3.68,3.1,0.375,F0V
3.74,12.59,0.85,1.136,K2III
9.43,-1.73,1.81,1.506,K5
8.5,6.38,1.14,0.541,F7V
8.67,8.57,1.56,0.712,G5
9.02,1.15,1.31,0.163,A4III
7.2,11.73,1.0,0.316,A5
12.13,13.13,3.54,1.143,K7
9.91,9.5,1.13,0.73,F5
8.61,22.83,1.33,0.644,G0
8.3,7.04,1.08,0.55,G0
8.19,0.92,1.08,1.489,M...
8.12,1.34,1.0,-0.018,B9
8.12,2.64,0.98,1.614,K0
8.35,1.11,1.0,-0.041,A0
9.46,1.37,1.55,0.181,B5
7.18,14.86,0.94,0.359,F2
9.18,0.46,1.24,1.168,K2III
7.71,5.85,0.81,0.248,A5
7.45,7.94,1.35,0.5,G5
6.42,6.01,0.85,1.233,K0
8.72,2.1,1.19,1.624,M...
8.6,5.67,1.16,0.515,F5V
7.94,2.27,0.95,1.538,K0
8.68,5.85,1.27,1.251,K5
8.79,5.13,1.14,0.325,A8/A9V
9.86,1.12,1.51,1.084,G5
9.23,2.6,1.32,0.32,B9V
6.95,2.45,0.91,1.518,K4III
7.8,2.11,0.9,1.249,G5
8.96,18.3,1.39,0.693,G6IV/V
7.92,5.02,0.99,0.265,A2m
9.8,8.92,1.47,0.79,G6/G8V
9.09,3.02,1.23,1.042,G5
9.34,12.96,5.37,0.166,A0
9.64,15.16,7.2,0.212,A0
9.22,6.86,0.9,0.368,F3V
9.26,-1.62,1.34,1.676,K5
10.66,2.49,1.5,1.447,M8
8.01,0.39,0.88,-0.044,B9
9.44,3.1,1.43,0.619,G0
8.16,6.26,1.17,0.243,A3
8.48,9.21,0.68,0.511,F5V
6.44,4.05,0.87,1.608,M2III
6.59,8.71,0.86,1.102,K2III
6.94,9.37,0.58,0.491,F5
11.8,56.35,3.05,1.475,M4
7.83,1.88,0.84,1.215,K2III
9.74,2.17,1.53,0.25,B8V
7.43,10.61,0.83,0.539,F6V
8.68,5.65,1.05,0.436,F5IV/V
8.07,7.35,0.91,0.419,F3/F5IV
9.08,1.83,1.13,-0.031,B9
8.92,-0.1,1.15,1.567,K5
8.55,4.28,0.95,1.051,K0III
8.22,0.74,1.04,1.117,G5
8.08,3.8,0.75,1.242,K3IIICN...
8.82,3.94,1.08,0.294,A3
8.95,32.38,0.87,0.888,K1V
5.53,3.17,0.66,-0.175,B1.5V
8.03,2.95,1.26,0.18,A2
9.08,6.93,1.19,0.567,G0V
8.04,4.46,0.92,0.951,G8III
7.39,7.92,1.74,0.1,F0
12.44,63.08,3.79,0.17,DAs
9.34,2.33,1.42,0.391,F2
8.1,10.83,0.7,0.436,F3/F5V
8.83,2.98,0.87,0.182,A0
5.7,6.63,0.73,-0.067,B9p...
9.26,4.59,1.29,0.3,A7IV
9.95,0.6,1.66,0.251,B8V
9.04,16.3,1.37,0.639,G0
6.74,8.67,0.89,1.136,K0III
7.63,12.28,0.77,0.549,F8
7.97,3.66,0.87,0.1,A2/A3V
8.08,12.7,0.94,0.421,F3V
8.34,9.63,1.52,0.5,F5V
9.38,3.36,1.54,0.187,O8V
9.39,8.3,1.3,0.593,F7V
11.37,16.68,2.46,1.29,M0
8.33,3.61,0.92,0.1,A3V
9.6,25.59,1.39,0.958,K2V
8.4,6.85,1.79,0.414,F5
8.81,5.36,1.04,1.13,K0/K1III
8.59,4.11,1.27,0.3,A3m...
7.83,2.86,0.91,1.199,K2III
9.5,6.12,1.24,0.569,G3V:
6.89,18.03,0.8,0.44,F8
9.93,5.77,1.54,0.602,G0
10.27,2.56,1.87,0.57,F5
8.61,6.53,1.1,0.52,F6/F7V
7.93,3.27,0.99,0.326,B0pe
8.02,6.29,0.91,0.269,A7V
8.8,2.67,1.03,0.217,A0
9.11,8.29,1.06,0.546,F7V
7.95,4.34,1.0,0.398,A3
9.32,0.92,1.41,1.07,K0
9.73,6.01,1.0,0.54,F7V
8.95,3.48,1.14,0.475,F3/F5IV/V
7.71,2.52,0.99,-0.069,B8
7.91,7.61,0.95,0.423,F3V
8.6,2.05,1.08,1.382,K2
6.77,4.36,0.49,-0.05,B9V
9.8,5.8,1.29,0.533,F8/G0V
9.84,3.92,15.08,0.49,F2
10.08,20.46,1.51,1.095,K2
7.98,6.4,1.27,0.237,A0
9.17,4.43,1.16,0.393,F0V
8.52,6.55,1.03,0.383,A5
7.53,4.94,0.89,0.954,G5
8.8,13.31,1.1,0.618,G0V
7.41,0.57,1.03,1.389,K2III
9.03,1.99,1.28,0.123,A0
8.97,7.86,1.21,0.567,G0V
7.86,1.99,0.77,1.671,M2III
8.64,1.51,1.11,0.034,A0
8.78,2.03,1.28,1.01,G5
7.98,4.55,1.29,1.014,G5
8.25,1.86,0.73,1.026,K0II
8.89,90.17,1.37,1.424,K5/M0V
8.13,4.62,1.0,0.999,K0III
7.51,18.58,0.97,0.607,G0V
6.28,6.59,0.71,0.05,A3V
9.9,-1.16,2.37,0.33,A0Ib
9.55,6.26,1.16,0.436,F3V
8.47,2.02,1.09,1.004,G5
11.48,21.01,3.33,1.315,K7
9.25,6.1,1.66,0.771,G0
9.05,8.46,1.33,0.841,G0
5.78,9.87,0.79,0.26,F0V
10.77,1.41,2.09,0.6,F5
9.33,7.56,0.95,0.5,F7V
9.66,6.74,1.54,0.777,G0
8.27,3.09,0.66,0.075,A0IV/V
8.03,7.01,0.93,0.237,A5III/IV
8.86,0.7,1.2,0.921,K0
9.57,3.2,1.39,0.667,G5/G6V:w
7.91,6.18,0.74,1.184,K2III
9.06,0.28,0.76,1.433,K3III
8.33,2.07,1.28,1.047,K0III
9.98,4.43,1.14,0.546,F8V
8.85,3.19,1.41,0.11,A2
8.2,13.95,1.02,0.525,F7V
9.24,3.75,1.32,0.497,F5V
9.16,6.32,1.65,1.103,K0
8.45,10.67,1.19,0.496,G0
3.42,50.87,0.82,0.488,F6IV
8.36,3.5,0.9,0.097,A0
7.43,26.56,1.06,0.635,G0
8.76,16.32,0.86,0.727,G5V
8.62,4.21,0.83,1.248,K2III
8.21,7.93,1.02,0.485,F8
9.27,6.92,2.51,0.61,G1V
6.86,4.29,0.85,1.475,K5III
7.05,11.75,1.13,0.42,F5
8.77,3.85,1.19,1.079,K0
8.16,13.68,0.97,0.468,F5V
10.13,6.79,1.66,0.503,F5V
9.51,3.85,1.22,0.263,A5
9.16,0.5,0.97,1.074,K0III
8.07,10.76,2.31,0.485,F5
7.87,3.96,1.04,1.047,K0III
9.71,4.47,1.01,0.44,F3IV/V
5.42,6.04,0.79,1.311,K1III
9.69,8.37,1.61,1.164,K0
8.26,1.87,1.03,0.45,F8
8.16,0.04,1.29,1.57,K5III
10.42,1.76,1.82,0.56,F5
6.09,8.62,0.72,1.125,K1/K2III
8.89,4.86,1.56,0.525,F0
9.35,0.87,2.47,0.43,B0III
8.21,3.71,1.02,1.1,G9III-IV
7.35,3.47,0.87,1.169,K0III
10.35,23.06,1.35,1.131,K5
7.07,5.19,0.77,1.107,G5
7.07,9.28,1.02,0.483,F6III
9.62,1.75,1.26,1.116,K2/K3III
8.03,7.74,0.93,0.402,F0
9.31,24.12,1.34,0.988,K1/K2V
8.05,8.64,0.75,1.072,K1III
3.88,15.96,0.85,-0.047,A1p Si
4.61,17.11,0.77,0.928,K0III SB
8.25,7.61,1.14,0.416,F4V
7.44,3.2,1.18,1.378,K2
4.39,10.15,0.6,1.597,M4III SB
7.73,15.89,0.88,0.55,F8
8.47,5.95,0.77,0.956,K0III/IV
9.37,8.68,0.99,0.581,F7V
9.23,13.15,1.3,0.675,G5
12.2,14.47,3.89,1.294,K7V:
9.6,5.72,1.68,0.425,F3/F5V
8.73,5.52,1.13,1.119,K1IVCN...
7.86,4.27,0.68,1.207,K0
6.44,13.61,0.66,0.185,A5m
8.33,11.64,0.76,0.682,G1IV
9.46,1.89,1.24,1.024,G8/K0III
8.87,2.04,1.23,1.029,K0III
9.39,2.43,1.36,0.17,B8
9.36,4.76,1.34,0.425,F2
10.63,6.64,2.04,0.53,G0
9.4,5.45,1.36,0.876,K0IV/V
9.69,3.07,1.26,0.075,B8
6.87,3.81,0.79,1.348,K0
7.51,7.96,0.96,0.395,F0
8.71,9.1,1.24,0.581,F8
6.77,23.97,0.97,0.468,F5V
8.9,7.04,0.89,0.525,F8
9.4,7.06,1.49,0.465,F5
9.81,8.2,1.28,0.689,G6V
8.97,6.48,1.22,0.595,G3V
10.18,3.92,1.72,0.5,F5
9.7,26.57,1.77,1.04,K5V
7.01,6.62,0.55,0.293,A8IV/V
8.47,45.16,1.09,1.01,G5
9.78,4.89,1.41,0.487,F7V
7.94,0.44,0.77,1.435,K4III
7.34,3.15,0.65,1.496,M0III
8.82,5.35,1.24,0.234,A3
7.78,12.53,1.19,0.653,G5
9.6,4.71,1.51,1.344,K0
8.03,2.51,1.17,1.077,K0III
9.31,1.12,1.36,1.795,M0
8.97,-1.92,1.5,1.687,K5
8.0,7.28,0.89,0.184,A3
8.09,3.71,0.92,1.365,K3III
7.03,4.11,0.67,1.635,M0
8.19,2.95,1.13,1.18,K1IVCN...
9.15,27.05,1.23,0.887,K2V
5.12,10.55,0.69,-0.06,A3V
6.6,1.33,1.06,1.681,M0
8.34,2.65,0.75,1.268,K2III
3.35,7.38,0.57,-0.15,B2pvar
8.07,16.98,1.24,0.711,F8
7.11,6.72,0.94,1.155,K0
9.63,1.3,1.82,0.385,F0V
8.79,0.04,1.18,0.979,K0III
8.77,5.7,1.42,0.659,G0
8.81,2.45,1.28,1.097,K0
8.34,2.14,1.05,1.05,K0
8.34,3.86,2.85,0.158,B9IV
7.31,2.76,0.77,0.012,A0
10.03,3.85,1.22,0.49,F5/F6V
9.3,1.05,1.41,0.197,A0
7.94,2.43,1.24,1.005,G5
8.27,6.09,0.97,0.511,F3V
8.85,0.18,1.08,1.243,K2
7.06,2.57,0.89,1.456,K2
2.64,54.74,0.75,0.165,A5V...
10.97,12.36,2.86,0.738,G5
7.96,1.25,0.91,0.96,G5
8.89,5.75,2.28,0.991,G8III
9.32,-1.79,1.3,0.05,A2
6.67,5.75,0.56,1.011,G5
8.42,1.44,1.15,1.039,G5
7.39,4.92,0.85,0.946,G5
8.79,2.03,1.3,0.062,B9V
6.83,4.66,0.86,1.583,K2
8.46,2.42,1.06,0.324,F0
7.45,0.81,0.94,0.969,G5
9.12,2.46,0.84,1.682,M1III
8.01,10.85,1.14,0.543,F5
9.58,0.9,1.47,0.993,G5
8.98,10.88,1.27,0.559,G0
8.52,4.19,1.06,1.015,G8III
6.25,9.45,1.84,1.262,K2
8.24,13.76,1.07,0.638,G3V
11.94,10.46,3.97,1.37,M0V:
9.05,5.17,1.15,0.383,F2
7.63,5.51,1.02,0.987,K1II-III
8.3,4.07,1.12,1.05,G5
4.68,15.04,0.47,0.931,G5III
6.82,-0.52,0.79,1.151,G2Ib
6.28,6.21,0.77,1.169,K0
9.81,7.69,1.68,0.469,F7V
8.65,4.93,0.98,0.37,F2IV
9.63,6.01,2.43,0.452,F8
7.41,3.04,0.84,1.017,G5
8.88,2.79,0.81,1.143,K0III
6.92,3.62,0.98,1.289,K2/K3III
8.25,5.23,1.12,0.027,A0
7.34,7.27,1.89,0.485,F2...
9.56,4.54,1.23,0.486,F2
8.14,10.02,1.1,0.242,Am
8.78,0.16,1.17,1.137,G3/G5III
8.16,7.89,1.06,0.424,F2V
8.01,1.57,1.07,1.3,G5
8.41,8.94,0.8,0.464,F5V
12.49,22.93,5.47,1.34,M0V:
7.81,4.34,1.19,1.094,K0
8.2,5.32,0.9,0.413,F5
8.52,4.95,1.09,0.193,A2IV/V
7.72,1.53,0.85,0.056,A0II
7.55,2.76,1.14,-0.02,B9
9.4,2.78,1.57,0.852,K0
9.1,2.46,1.48,1.292,M0
8.73,6.27,1.2,0.471,F3V
9.14,2.64,1.68,0.401,F2V
9.97,2.45,1.51,0.55,F2
6.43,18.23,0.93,0.409,F2V
9.36,23.17,3.02,0.94,K0
8.4,3.45,0.79,0.977,G8III
8.35,4.05,0.93,1.007,G5
10.35,1.21,1.75,1.103,K2
