Vmag,Plx,e_Plx,B-V,SpType,Amag
9.08,0.81,1.37,0.944,K0,13.622425094393249
9.33,1.29,1.61,1.047,K0II/III,14.882948551496245
8.67,11.66,1.12,0.578,G0,19.003492752114976
10.43,-0.85,3.25,1.071,F6,15.077094628571462
9.54,-3.14,3.62,0.0,B3,17.024648240366073
9.94,6.46,1.27,0.417,sdF2:,18.99116258997542
8.5,2.95,1.13,1.608,K7,15.849110079890815
8.15,1.83,0.97,1.075,K0III,14.462255448652147
7.37,5.11,0.84,0.167,A3V,15.912104500673564
9.89,6.05,1.5,0.657,F8,18.798776873262348
6.18,5.79,0.76,1.544,K5/M0III,14.993392818637181
6.76,3.56,0.79,1.074,G9Ib,14.517249989864377
7.61,5.55,0.92,0.254,A7III,16.33146491561338
8.91,1.77,1.03,0.166,A0,15.149866331809033
8.89,2.4,1.28,1.172,K0,15.79105620855803
9.09,-1.8,1.56,0.644,B1.5Ia,15.36636252551653
9.17,5.45,1.34,0.558,F6V,17.851982511383213
8.83,1.61,1.42,1.436,K2,14.864129380159248
7.8,5.02,1.05,1.187,G5,16.303518585725097
8.41,3.67,1.25,1.368,K2,16.233330321260446
9.44,9.74,1.52,0.519,F6V,19.382794784393077
8.4,5.68,1.13,1.069,K1IIICN...,17.171741678555094
7.87,4.46,0.92,-0.009,A0,16.11667429356071
8.39,1.87,1.35,0.135,A0,14.749208032682496
9.6,4.83,1.47,0.979,K0,18.01973565375756
8.59,4.4,1.38,1.696,K5,16.80726338243094
8.09,1.53,0.71,1.083,K0III,14.013457154087995
8.45,2.45,1.0,1.431,K2,15.395830421822662
8.27,1.87,0.77,1.608,M1III,14.629208032682495
7.84,11.04,0.99,0.408,F5,18.0548453669659
9.8,1.42,1.48,0.515,F3V,15.561441721915283
7.79,5.23,1.02,1.051,G5,16.38250844433637
8.7,8.5,1.3,0.508,F5,18.347094628571462
9.78,2.95,1.42,0.384,F2V,17.129110079890815
7.02,2.12,0.84,1.666,M1/M2III,13.651679304643757
8.09,1.27,0.96,1.499,K5III,13.609018604779784
8.98,25.79,1.28,0.795,K0V,21.03725671068969
6.55,4.11,0.89,1.389,K3III,14.619209109380346
9.74,3.78,1.43,0.463,F3V,17.627458999186125
8.22,12.64,1.13,0.517,F8,18.72873536973183
8.65,7.78,0.71,0.43,F5IV/V,18.104897984948444
8.82,2.1,1.13,1.659,K2,15.431096473669598
7.96,5.81,1.33,0.544,F6/F7V,16.780880661951652
8.84,2.58,1.08,-0.104,B8V,15.89809852981615
10.16,2.41,1.62,1.197,K0,17.070085212874343
9.46,8.92,1.33,0.585,F8IV,19.211824271880616
7.44,3.34,0.89,-0.059,B9,15.058732334057822
8.45,5.13,1.99,0.976,K1III,17.000586825559083
9.25,1.62,1.18,1.568,K5,15.297575072713155
8.41,13.02,1.01,0.53,F5V,18.983054921160864
9.74,30.78,1.6,1.144,K5V,22.1813430774773
5.63,100.24,0.68,0.804,K0V,20.635205289930468
8.49,4.29,1.01,0.985,K0,16.65228646092362
8.85,2.38,1.16,1.255,K1/K2III,15.73288478528256
6.05,16.13,0.52,0.338,F0III,17.08817183694481
9.02,2.37,1.23,0.958,G8III,15.89374173005052
8.74,2.83,1.14,1.18,K1III,15.998932177621452
6.33,5.85,0.72,1.016,K0III,15.165779330410903
6.33,17.15,0.78,0.461,F6V,17.501320621893946
8.63,2.79,1.11,1.006,G5,15.858021016367989
9.11,7.26,1.3,0.458,F5IV/V,18.41468310350047
9.73,4.83,1.55,0.616,G3V,18.14973565375756
9.69,8.25,1.07,0.626,G2IV/V,19.272269742749625
8.73,2.34,1.22,1.34,K2,15.576079287050714
8.26,4.71,1.05,0.25,A2,16.625104535644482
8.76,2.46,2.09,0.317,A3,15.714675535516896
9.44,1.82,1.49,0.984,G2III,15.740356939925373
8.73,3.29,1.14,1.2,K0,16.31597948974987
9.79,8.38,1.45,0.555,F8V,19.406220093151383
12.24,48.23,4.35,1.695,M2,25.656586309609413
9.46,9.9,1.38,0.546,G1V,19.43817597298775
8.69,3.09,1.17,0.397,F0,16.13979239712417
8.87,3.57,1.25,0.155,B9V,16.633341080560967
8.25,3.27,0.82,1.059,K0III,15.82273876330143
5.86,11.37,0.76,-0.039,B9.5V,16.138802323438675
8.33,4.24,0.85,1.141,K2III,16.466829282963666
8.95,2.58,1.21,0.871,K0,16.00809852981615
9.08,5.23,1.28,0.482,F5V,17.672508444336373
8.43,11.35,1.11,0.515,F5,18.704979307645708
8.03,2.72,1.09,1.028,G5,15.202844520170993
9.24,13.33,1.04,0.763,G8V,19.864150747069296
9.71,8.14,1.03,0.481,G0,19.263122024446005
9.57,9.22,1.58,0.602,G0V,19.393654605268146
9.97,8.01,3.01,0.486,F8V,19.48816258042119
7.13,22.16,0.77,0.637,G4V,18.85784878028196
7.35,11.35,0.88,0.681,G2IV,17.624979307645706
8.58,2.55,1.22,1.027,G8V,15.612700902169776
10.07,4.29,1.77,0.54,F8,18.23228646092362
8.59,4.02,1.16,0.36,F0V,16.61113026542235
5.91,9.95,0.89,0.97,G9III,15.899115403728628
9.29,-1.52,1.28,1.052,K0III,15.199217939723862
8.35,3.01,0.97,0.034,A0,15.742832477969216
8.03,4.52,0.7,0.947,K0III,16.305692174056908
8.34,2.48,1.08,1.291,K0,15.312258404131082
8.16,2.48,1.17,0.909,G8III,15.132258404131083
9.26,6.2,1.34,1.09,K0,18.221958447491268
9.77,5.51,1.79,0.63,G5,18.475757994258924
9.24,1.3,1.38,1.111,G5,14.809716761534183
8.49,8.38,1.11,0.303,F2,18.106220093151382
8.5,10.09,1.49,0.2,A5,18.519455831184555
7.43,1.05,0.9,0.279,B2Ib,12.535946495349691
8.59,8.02,1.01,0.36,F0,18.110871841420817
7.11,8.76,0.95,0.28,F0V,16.822520530840404
8.3,9.68,1.08,0.725,G0,18.22937678654197
9.14,3.3,0.86,1.312,K5,16.732569699389437
8.37,7.86,1.09,0.485,F5V,17.84711273019704
7.23,2.76,0.9,1.593,K5III,14.43454541032609
9.91,11.0,2.16,0.594,G3V,20.116963425791127
9.15,0.28,1.4,1.223,K0III,11.385790156711096
5.94,10.57,0.72,0.975,K0III,16.06037493653713
8.74,3.54,1.12,0.913,G0,16.48501631012894
9.09,18.56,1.36,0.804,K0,20.432889859414217
9.6,3.57,1.38,0.552,F6V,17.363341080560964
8.48,2.67,0.84,1.199,K2III,15.612556306822876
7.04,5.27,0.78,1.194,K0,15.649053076062732
9.76,3.98,1.36,0.567,F7IV,17.75941536036844
7.57,10.89,0.82,0.43,F3V,17.755139398778876
8.86,9.06,1.17,0.395,F3III/IV,18.645640988384066
5.78,36.65,0.73,0.572,F8V,18.600369894885734
7.9,5.91,0.89,0.469,F3/F5IV,16.757937404406277
12.32,2.92,3.27,-0.06,sdB:,19.64691425724209
9.02,3.93,1.23,1.003,G8/K0IVp...,16.991962751877132
9.23,1.06,1.29,0.91,K0III,14.356529326323852
9.69,19.97,1.72,0.8,G5,21.191890324353515
9.39,7.04,1.42,0.552,G2/G3V,18.62786329571056
7.58,4.42,0.79,0.972,G8III,15.80711134674546
8.34,6.17,1.48,1.2,G8V,17.291425820166207
8.61,0.9,1.22,1.346,G5,13.381212547196624
8.76,12.01,1.22,0.534,F6V,19.15771503701453
7.64,4.43,0.73,-0.048,B9V,15.872018631115349
9.25,1.62,1.34,0.867,G5,15.297575072713155
10.43,9.91,3.5,0.67,G5 + G5,20.410368272426375
7.58,10.29,0.87,0.333,F0,17.642076873812165
9.82,6.49,1.65,0.66,G0,18.881223484001847
9.49,2.88,1.19,0.06,A0,16.786962438796152
7.37,10.29,0.99,0.262,A3,17.432076873812164
9.48,6.54,1.36,0.67,G2V,18.557888741621337
9.48,1.93,1.16,1.087,G8III,15.90778654503887
9.45,4.4,1.05,0.434,F2V,17.66726338243094
8.65,6.41,1.3,0.431,F3V,17.684290147594087
8.23,6.55,1.01,0.412,F2V,17.311206499958917
8.32,8.93,1.09,0.43,F2,18.07425729444273
9.15,2.56,1.17,0.972,G8IV,16.19119982655925
8.78,2.9,1.16,0.546,F6V,16.091989989494778
9.68,3.53,1.42,0.326,A9V,17.418873526939112
9.25,6.12,1.34,0.407,A2,18.183757110727804
8.27,6.66,1.19,0.145,A0,17.387371145851503
8.93,7.82,3.19,0.439,F8+...,18.39603376529924
8.18,16.35,1.16,0.54,F8,19.247588784981524
7.94,3.1,0.85,0.051,B9/B9.5V,15.396808469171365
8.3,3.57,1.03,1.0,G5,16.063341080560967
8.45,2.63,0.78,0.22,A2mA5-A7,15.549778742448789
8.69,6.26,1.1,0.387,F2V,17.672871666052146
9.76,2.63,1.43,0.573,B8,16.85977874244879
6.01,9.84,1.05,0.17,A3V,15.974975492156707
8.14,17.34,1.07,0.627,G0,19.335245465700957
7.92,4.95,1.0,1.189,K2IIICN...,16.393025994667845
8.6,2.4,1.03,1.158,G5,15.50105620855803
8.87,10.54,1.19,0.544,F7V,18.98420305438264
6.35,7.35,0.74,1.222,K2/K3III,15.681436695420974
9.19,-0.76,1.23,1.547,M2III:,13.594067961403956
9.2,-0.46,2.12,0.014,B5,12.51378915840787
8.02,1.24,1.03,1.521,K3/K4III:,13.487108425811176
7.82,3.69,0.64,-0.079,B8V,15.655131830795302
6.72,43.47,4.48,0.654,G0,19.910948200954184
9.58,0.64,1.02,0.24,B8,13.610899869919436
8.71,3.67,1.15,1.071,K0,16.533330321260447
6.9,3.33,0.87,-0.066,B8,14.5122211675316
8.3,5.67,1.13,0.126,A0,17.067915294464534
9.17,5.89,1.24,0.476,G5,18.020576473935506
9.54,9.8,1.33,0.722,G6V,19.496130378462475
8.37,4.16,1.15,1.0,K0,16.465466653133713
8.64,7.3,2.04,0.909,K0III,17.95661430060228
4.66,42.35,0.87,0.333,F3III,17.79426707333363
7.93,20.46,0.91,0.664,G5V,19.484528146880706
7.48,3.62,0.64,1.216,K0III,15.27354285266583
9.41,3.33,0.92,0.381,F2,17.022221167531598
8.57,9.21,1.08,0.463,F5V,18.391298150984248
9.73,0.69,1.16,0.449,B8,13.924245453686277
9.01,-0.31,1.15,-0.117,B5,11.466808469171363
8.23,10.79,1.5,0.513,F5V,18.395107223414556
9.65,-0.16,0.97,0.94,G6/G8III/IV,10.670599913279624
8.16,13.56,0.99,0.537,F5,18.821298447655224
8.44,1.51,0.79,1.3,K2III,14.334884736465847
8.89,15.89,1.17,0.658,G5V,19.8956194860369
8.38,7.44,1.24,0.534,F5,17.737864677729394
9.25,1.2,1.34,0.891,G8III/IV,14.645906230238126
9.09,5.56,3.66,0.659,G2V,17.81537395791029
7.43,2.55,0.63,1.26,K1III,14.462700902169775
6.37,36.89,0.72,0.523,F6V,19.204543276134018
8.2,1.03,0.99,-0.035,B9,13.26418612352586
8.29,2.25,1.02,1.168,K0,15.050912590556813
9.49,16.17,1.37,0.732,G6V,20.533550099532007
9.7,2.43,1.55,0.464,F6V,16.62803136799156
7.07,5.11,1.12,0.033,A0,15.612104500673563
8.11,1.76,0.69,0.262,A5,14.33756333907075
8.36,-0.61,1.26,1.333,Mc,12.286649175053835
8.56,19.04,1.21,0.648,G8V,19.958334720242277
10.26,2.48,1.65,0.79,G0,17.23225840413108
7.43,10.97,1.01,0.621,G1IV,17.631033137873555
8.07,25.18,1.55,0.856,G5,20.07527862885922
7.2,2.84,0.86,1.599,K5III,14.466591700235188
8.47,13.16,1.05,0.592,G1V,19.066279446389686
8.16,4.66,0.92,0.418,F0,16.50192958345
8.07,4.95,1.26,0.87,F7V,16.543025994667843
8.57,2.36,0.72,1.081,K0III,15.434560014850533
8.73,6.93,1.11,0.349,A5,17.933666173059034
8.81,1.1,1.3,1.082,K0,14.016963425791126
8.2,9.41,1.53,0.5,F5V,18.067948117136282
8.41,2.77,1.05,0.084,A1V,15.622398845322243
10.69,1.56,1.96,1.377,K0,16.655622991772308
8.26,4.52,1.14,0.912,G8III/IV,16.535692174056912
8.5,11.18,1.31,0.627,G0,18.74220901775202
8.62,9.99,1.01,0.386,F0,18.61782744112991
7.88,7.09,0.76,1.075,K2III/IV,17.133231175915334
8.32,4.27,1.23,1.048,K0III,16.472139375125117
8.06,37.33,0.97,0.758,K1V,20.920289949631524
5.83,5.68,1.09,0.743,K1III+...,14.601741678555094
8.15,5.8,1.47,0.505,F5,16.96713996781469
7.36,4.73,0.69,1.117,K2IIICN...,15.734305703689056
7.07,23.26,0.9,0.569,F8,18.90304855196215
6.88,0.22,0.99,1.631,M1III,8.592113404111032
9.22,6.94,0.89,0.55,F5/F6V,18.426797352274274
8.3,3.66,0.84,-0.002,B9,16.117405426972056
6.14,6.65,0.66,0.998,K1IV,15.254108226515523
8.44,5.18,1.15,0.875,G8IV,17.011648798726164
8.66,1.39,1.1,1.507,K5III,14.375074001270475
9.02,8.08,1.21,0.661,G5III,18.557056803872932
10.54,3.23,1.85,0.57,F8,18.086012611655512
7.96,10.52,0.97,0.521,F5,18.070078699088604
8.56,4.7,0.79,0.241,A4III,16.92048928967859
9.01,9.47,0.77,0.366,Fwp,18.891749895016368
10.34,0.51,1.99,0.406,F2,13.877850880489682
7.39,4.61,0.63,1.107,K0/K1III,15.70850462694824
9.48,5.55,1.16,0.668,G5V,18.201464915613382
7.61,2.86,0.83,1.285,K1III,14.891830165645217
7.57,18.03,1.04,0.468,F6V,18.84997863361201
7.95,3.52,0.93,1.415,M5III,15.682713317390657
8.01,1.44,1.1,1.198,K0,13.801812460476247
7.58,14.2,0.93,0.413,F0,18.34144172191528
9.52,8.83,1.45,0.729,K0,19.24980351788784
8.68,2.54,1.1,1.453,K5,15.70416858309969
8.03,1.98,1.08,1.226,K0,14.513325951307655
8.36,0.22,1.02,1.609,M0,10.07211340411103
10.34,3.22,1.75,0.432,F3,17.879279358479153
9.26,6.03,1.28,0.616,G0V,18.161586560700755
9.92,2.36,2.07,1.35,M5,16.784560014850534
8.58,5.21,1.25,0.937,G5,17.164188616497622
8.58,4.22,1.05,0.24,F0,16.706562254808368
9.51,14.64,1.1,0.74,G8V,20.337705383611866
9.0,3.62,0.93,1.125,K1III,16.79354285266583
8.97,5.25,2.29,0.494,F5...,17.570796517029784
8.02,2.71,0.93,1.602,K0,15.184846454372028
7.88,4.16,0.92,0.269,A0,15.975466653133715
8.96,20.29,1.25,0.78,G0,20.49641023516673
9.77,6.98,1.34,0.434,F3V,18.989277113115804
8.85,4.0,1.85,0.058,A0,16.860299956639814
9.89,1.54,1.51,0.048,B8,15.827603604182316
7.78,2.15,1.14,1.601,K5,14.442192299578029
9.32,3.94,1.17,0.319,F0V,17.297481109127872
5.92,23.46,1.02,0.302,F2Vw,17.77164003889755
8.45,11.72,1.25,0.588,G5,18.794638058410357
7.13,5.29,0.85,0.576,F5,15.74727836017593
9.08,2.29,1.27,0.491,G0,15.87917741169944
5.94,13.37,0.64,0.154,A1V,16.57065703630992
8.61,3.36,1.1,1.036,K0,16.241696386949222
8.59,3.08,1.09,0.983,G5,16.032753582502224
9.1,0.92,1.07,1.137,K0III,13.918939136727776
7.72,10.27,1.06,1.084,K0,17.77785221798639
5.96,22.42,0.67,0.419,F5V,17.71317804129477
8.08,4.76,1.34,0.19,A0,16.468034763602468
9.26,-0.42,1.23,0.2,B5,12.376246451989502
7.42,4.37,0.69,1.395,K4III,15.62240718485211
8.59,1.96,0.96,-0.038,Ap...,15.05128035678238
8.35,14.82,1.09,0.544,F8,19.20424101821655
7.79,1.81,0.93,1.535,K0,14.078392874345923
9.28,7.88,5.47,0.566,G5,18.762631087447776
8.99,0.87,2.75,0.383,F0,13.687596263093093
7.27,3.13,0.88,-0.015,B8,14.747721687732241
9.88,4.51,1.04,0.372,F0IV,18.150882709389805
9.28,2.83,1.27,0.406,F8,16.53893217762145
7.8,4.42,1.02,0.944,G5,16.02711134674546
10.07,2.1,1.44,1.19,G2,16.681096473669598
10.59,-4.78,4.18,0.962,F9Ib,18.987139483060595
7.68,4.52,0.87,1.172,K0,15.95569217405691
8.7,1.3,0.77,1.33,K3III,14.269716761534184
8.91,5.31,2.04,0.927,K0,17.535472605407346
7.27,3.68,0.94,1.595,M3,15.099239093367588
6.7,4.44,0.9,0.33,F0,14.9369148505731
8.99,1.64,1.34,0.463,F3V,15.06421924023849
7.16,8.04,0.94,0.366,A5,16.686280243742257
9.19,11.87,0.9,0.525,F5V,19.562253594772955
7.42,3.19,0.6,0.134,A0,14.938953415285905
7.2,14.41,0.91,0.47,F5V,17.993319904069946
6.54,0.02,0.8,2.215,K5Ia0-a...,3.0451499783199063
8.78,3.5,1.02,0.576,F6V,16.50034022175138
7.91,4.37,0.92,-0.03,A0,16.11240718485211
7.98,3.09,2.04,0.13,B8V,15.429792397124174
9.77,2.2,1.46,0.541,B8,16.482113404111033
9.17,1.22,1.7,0.23,B5,14.60179915337374
9.25,5.89,1.27,0.407,F2/F3V,18.100576473935508
9.5,4.94,1.28,0.456,F5,17.968634744618235
9.26,2.76,3.22,0.066,A0,16.46454541032609
9.09,0.11,1.31,0.514,F8,9.296963425791125
8.49,0.73,1.8,-0.012,A5,12.80661430060228
9.23,3.97,1.54,0.46,F2/F3V,17.223952533815577
9.61,4.68,1.58,0.995,K0,17.96122926537062
7.61,5.05,0.94,1.029,G5,16.126456890593307
6.44,7.25,0.71,1.094,K1IIICN...,15.741690032854969
7.06,3.01,0.8,1.314,K2/K3III,14.452832477969217
7.14,4.26,0.81,-0.054,A0p,15.287047995513593
10.67,3.68,3.1,0.375,F0V,18.49923909336759
3.74,12.59,0.85,1.136,K2III,14.240128650539313
9.43,-1.73,1.81,1.506,K5,15.620230515643977
8.5,6.38,1.14,0.541,F7V,17.524103393605813
8.67,8.57,1.56,0.712,G5,18.33490410961599
9.02,1.15,1.31,0.163,A4III,14.323489201768059
7.2,11.73,1.0,0.316,A5,17.546490060577646
12.13,13.13,3.54,1.143,K7,22.721323630447394
9.91,9.5,1.13,0.73,F5,19.798618026444238
8.61,22.83,1.33,0.644,G0,20.402529557451174
8.3,7.04,1.08,0.55,G0,17.53786329571056
8.19,0.92,1.08,1.489,M...,13.008939136727776
8.12,1.34,1.0,-0.018,B9,13.755523991824038
8.12,2.64,0.98,1.614,K0,15.228019634349154
8.35,1.11,1.0,-0.041,A0,13.576614893933288
9.46,1.37,1.55,0.181,B5,15.143602835782033
7.18,14.86,0.94,0.359,F2,18.040094047122782
9.18,0.46,1.24,1.168,K2III,12.493789158407871
7.71,5.85,0.81,0.248,A5,16.5457793304109
7.45,7.94,1.35,0.5,G5,16.949102512135482
6.42,6.01,0.85,1.233,K0,15.314372360013698
8.72,2.1,1.19,1.624,M...,15.331096473669596
8.6,5.67,1.16,0.515,F5V,17.36791529446453
7.94,2.27,0.95,1.538,K0,14.720129285965614
8.68,5.85,1.27,1.251,K5,17.5157793304109
8.79,5.13,1.14,0.325,A8/A9V,17.34058682555908
9.86,1.12,1.51,1.084,G5,15.10609011335091
9.23,2.6,1.32,0.32,B9V,16.30486673985409
6.95,2.45,0.91,1.518,K4III,13.895830421822662
7.8,2.11,0.9,1.249,G5,14.421412276488464
8.96,18.3,1.39,0.693,G6IV/V,20.27225544865215
7.92,5.02,0.99,0.265,A2m,16.4235185857251
9.8,8.92,1.47,0.79,G6/G8V,19.551824271880616
9.09,3.02,1.23,1.042,G5,16.49003471478575
9.34,12.96,5.37,0.166,A0,19.903025007672873
9.64,15.16,7.2,0.212,A0,20.543496006480176
9.22,6.86,0.9,0.368,F3V,18.40162057853376
9.26,-1.62,1.34,1.676,K5,15.307575072713155
10.66,2.49,1.5,1.447,M8,17.64099673547868
8.01,0.39,0.88,-0.044,B9,10.965323035132496
9.44,3.1,1.43,0.619,G0,16.89680846917136
8.16,6.26,1.17,0.243,A3,17.142871666052148
8.48,9.21,0.68,0.511,F5V,18.301298150984245
6.44,4.05,0.87,1.608,M2III,14.477275116073343
6.59,8.71,0.86,1.102,K2III,16.290090775038315
6.94,9.37,0.58,0.491,F5,16.798697954438893
11.8,56.35,3.05,1.475,M4,25.55446960191063
7.83,1.88,0.84,1.215,K2III,14.200789246318399
9.74,2.17,1.53,0.25,B8V,16.42229866924265
7.43,10.61,0.83,0.539,F6V,17.558576919506706
8.68,5.65,1.05,0.436,F5IV/V,17.440242239097195
8.07,7.35,0.91,0.419,F3/F5IV,17.401436695420976
9.08,1.83,1.13,-0.031,B9,15.392255448652147
8.92,-0.1,1.15,1.567,K5,8.92
8.55,4.28,0.95,1.051,K0III,16.70721884506586
8.22,0.74,1.04,1.117,G5,12.566158598654882
8.08,3.8,0.75,1.242,K3IIICN...,15.97891798308405
8.82,3.94,1.08,0.294,A3,16.797481109127872
8.95,32.38,0.87,0.888,K1V,21.501384222086774
5.53,3.17,0.66,-0.175,B1.5V,13.035296311088757
8.03,2.95,1.26,0.18,A2,15.379110079890815
9.08,6.93,1.19,0.567,G0V,18.283666173059032
8.04,4.46,0.92,0.951,G8III,16.286674293560708
7.39,7.92,1.74,0.1,F0,16.88362590794747
12.44,63.08,3.79,0.17,DAs,26.439458423284325
9.34,2.33,1.42,0.391,F2,16.176779605130093
8.1,10.83,0.7,0.436,F3/F5V,18.273142283126603
8.83,2.98,0.87,0.182,A0,16.201081320381277
5.7,6.63,0.73,-0.067,B9p...,14.807567642023866
9.26,4.59,1.29,0.3,A7IV,17.569063427686306
9.95,0.6,1.66,0.251,B8V,13.840756251918219
9.04,16.3,1.37,0.639,G0,20.10093802201979
6.74,8.67,0.89,1.136,K0III,16.430095487381053
7.63,12.28,0.77,0.549,F8,18.075991834025743
7.97,3.66,0.87,0.1,A2/A3V,15.787405426972054
8.08,12.7,0.94,0.421,F3V,18.599018604779786
8.34,9.63,1.52,0.5,F5V,18.258131435622673
9.38,3.36,1.54,0.187,O8V,17.01169638694922
9.39,8.3,1.3,0.593,F7V,18.98539046188037
11.37,16.68,2.46,1.29,M0,22.4809802315086
8.33,3.61,0.92,0.1,A3V,16.11753600952829
9.6,25.59,1.39,0.958,K2V,21.640351429435924
8.4,6.85,1.79,0.414,F5,17.578452857462125
8.81,5.36,1.04,1.13,K0/K1III,17.455823948463852
8.59,4.11,1.27,0.3,A3m...,16.659209109380345
7.83,2.86,0.91,1.199,K2III,15.111830165645216
9.5,6.12,1.24,0.569,G3V:,18.433757110727804
6.89,18.03,0.8,0.44,F8,18.169978633612008
9.93,5.77,1.54,0.602,G0,18.735879065778654
10.27,2.56,1.87,0.57,F5,17.311199826559246
8.61,6.53,1.1,0.52,F6/F7V,17.68456590637537
7.93,3.27,0.99,0.326,B0pe,15.50273876330143
8.02,6.29,0.91,0.269,A7V,17.013253227226343
8.8,2.67,1.03,0.217,A0,15.932556306822876
9.11,8.29,1.06,0.546,F7V,18.702772652751367
7.95,4.34,1.0,0.398,A3,16.137448647562554
9.32,0.92,1.41,1.07,K0,14.138939136727776
9.73,6.01,1.0,0.54,F7V,18.624372360013698
8.95,3.48,1.14,0.475,F3/F5IV/V,16.657896219732905
7.71,2.52,0.99,-0.069,B8,14.71700270390772
7.91,7.61,0.95,0.423,F3V,17.316923283852866
8.6,2.05,1.08,1.382,K2,15.15876930527877
6.77,4.36,0.49,-0.05,B9V,14.96743244634293
9.8,5.8,1.29,0.533,F8/G0V,18.617139967814687
9.84,3.92,15.08,0.49,F2,17.806430335102284
10.08,20.46,1.51,1.095,K2,21.634528146880704
7.98,6.4,1.27,0.237,A0,17.010899869919434
9.17,4.43,1.16,0.393,F0V,17.402018631115347
8.52,6.55,1.03,0.383,A5,17.601206499958916
7.53,4.94,0.89,0.954,G5,15.998634744618236
8.8,13.31,1.1,0.618,G0V,19.420890277373378
7.41,0.57,1.03,1.389,K2III,11.189374278362457
9.03,1.99,1.28,0.123,A0,15.524265382048533
8.97,7.86,1.21,0.567,G0V,18.44711273019704
7.86,1.99,0.77,1.671,M2III,14.354265382048533
8.64,1.51,1.11,0.034,A0,14.534884736465848
8.78,2.03,1.28,1.01,G5,15.317480189566064
7.98,4.55,1.29,1.014,G5,16.270056983285563
8.25,1.86,0.73,1.026,K0II,14.597564721089581
8.89,90.17,1.37,1.424,K5/M0V,23.66531034837516
8.13,4.62,1.0,0.999,K0III,16.45320987778063
7.51,18.58,0.97,0.607,G0V,18.85522854828811
6.28,6.59,0.71,0.05,A3V,15.37442707297005
9.9,-1.16,2.37,0.33,A0Ib,15.222289946134591
9.55,6.26,1.16,0.436,F3V,18.53287166605215
8.47,2.02,1.09,1.004,G5,14.99675684723312
11.48,21.01,3.33,1.315,K7,23.092130262029762
9.25,6.1,1.66,0.771,G0,18.176649175053836
9.05,8.46,1.33,0.841,G0,18.68685181519512
5.78,9.87,0.79,0.26,F0V,15.751585763348185
10.77,1.41,2.09,0.6,F5,16.5160955632769
9.33,7.56,0.95,0.5,F7V,18.722608977506034
9.66,6.74,1.54,0.777,G0,18.8032994826766
8.27,3.09,0.66,0.075,A0IV/V,15.719792397124174
8.03,7.01,0.93,0.237,A5III/IV,17.25859008983329
8.86,0.7,1.2,0.921,K0,13.085490200071284
9.57,3.2,1.39,0.667,G5/G6V:w,17.09574989159953
7.91,6.18,0.74,1.184,K2III,16.86494237544408
9.06,0.28,0.76,1.433,K3III,11.295790156711096
8.33,2.07,1.28,1.047,K0III,14.90985172728459
9.98,4.43,1.14,0.546,F8V,18.21201863111535
8.85,3.19,1.41,0.11,A2,16.368953415285905
8.2,13.95,1.02,0.525,F7V,18.92287103804808
9.24,3.75,1.32,0.497,F5V,17.110156338638596
9.16,6.32,1.65,1.103,K0,18.163585391411928
8.45,10.67,1.19,0.496,G0,18.59082209712235
3.42,50.87,0.82,0.488,F6IV,16.952308688156773
8.36,3.5,0.9,0.097,A0,16.080340221751378
7.43,26.56,1.06,0.635,G0,19.5511403534799
8.76,16.32,0.86,0.727,G5V,19.823600772089208
8.62,4.21,0.83,1.248,K2III,16.74141047917834
8.21,7.93,1.02,0.485,F8,17.70636593658802
9.27,6.92,2.51,0.61,G1V,18.47053047228379
6.86,4.29,0.85,1.475,K5III,15.02228646092362
7.05,11.75,1.13,0.42,F5,17.400189333038774
8.77,3.85,1.19,1.079,K0,16.697303647542505
8.16,13.68,0.97,0.468,F5V,18.84043048692049
10.13,6.79,1.66,0.503,F5V,19.28934887140251
9.51,3.85,1.22,0.263,A5,17.437303647542503
9.16,0.5,0.97,1.074,K0III,12.654850021680094
8.07,10.76,2.31,0.485,F5,18.22906135665185
7.87,3.96,1.04,1.047,K0III,15.858475929627561
9.71,4.47,1.01,0.44,F3IV/V,17.961537615659683
5.42,6.04,0.79,1.311,K1III,14.325184693105658
9.69,8.37,1.61,1.164,K0,19.3036272899663
8.26,1.87,1.03,0.45,F8,14.619208032682495
8.16,0.04,1.29,1.57,K5III,6.170299956639813
10.42,1.76,1.82,0.56,F5,16.64756333907075
6.09,8.62,0.72,1.125,K1/K2III,15.767536329123564
8.89,4.86,1.56,0.525,F0,17.32318134631147
9.35,0.87,2.47,0.43,B0III,14.047596263093093
8.21,3.71,1.02,1.1,G9III-IV,16.05686954807523
7.35,3.47,0.87,1.169,K0III,15.051647373954369
10.35,23.06,1.35,1.131,K5,22.1642965147934
7.07,5.19,0.77,1.107,G5,15.64583678924229
7.07,9.28,1.02,0.483,F6III,16.907739881094308
9.62,1.75,1.26,1.116,K2/K3III,15.835190243431471
8.03,7.74,0.93,0.402,F0,17.473704803414464
9.31,24.12,1.34,0.988,K1/K2V,21.22188651734057
8.05,8.64,0.75,1.072,K1III,17.732568712394468
3.88,15.96,0.85,-0.047,A1p Si,14.895164435073553
4.61,17.11,0.77,0.928,K0III SB,15.776250047705503
8.25,7.61,1.14,0.416,F4V,17.656923283852862
7.44,3.2,1.18,1.378,K2,14.96574989159953
4.39,10.15,0.6,1.597,M4III SB,14.422330211246159
7.73,15.89,0.88,0.55,F8,18.735619486036896
