,Vmag,Plx,e_Plx,B-V,SpType
8568,8.58,   5.21,  1.25, 0.937,G5
8569,8.58,   4.22,  1.05, 0.240,F0
8570,9.51,  14.64,  1.10, 0.740,G8V
8571,9.0,   3.62,  0.93, 1.125,K1III
8572,8.97,   5.25,  2.29, 0.494,F5...
8573,8.02,   2.71,  0.93, 1.602,K0
8574,7.88,   4.16,  0.92, 0.269,A0
8575,8.96,  20.29,  1.25, 0.780,G0
8576,9.77,   6.98,  1.34, 0.434,F3V
8577,8.85,   4.00,  1.85, 0.058,A0
8578,9.89,   1.54,  1.51, 0.048,B8
8579,7.78,   2.15,  1.14, 1.601,K5
8580,9.32,   3.94,  1.17, 0.319,F0V
8581,5.92,  23.46,  1.02, 0.302,F2Vw
8582,8.45,  11.72,  1.25, 0.588,G5
8583,11.69,  11.83,  3.63, 1.312,
8584,7.13,   5.29,  0.85, 0.576,F5
8585,9.08,   2.29,  1.27, 0.491,G0
8586,5.94,  13.37,  0.64, 0.154,A1V
8587,8.61,   3.36,  1.10, 1.036,K0
8588,8.59,   3.08,  1.09, 0.983,G5
8589,9.1,   0.92,  1.07, 1.137,K0III
8590,7.72,  10.27,  1.06, 1.084,K0
8591,5.96,  22.42,  0.67, 0.419,F5V
8592,11.79,   9.17,  3.12, 1.236,
8593,8.08,   4.76,  1.34, 0.190,A0
8594,9.26,  -0.42,  1.23, 0.200,B5
8595,7.42,   4.37,  0.69, 1.395,K4III
8596,10.75,   8.73,  6.14, 0.454,
8597,8.59,   1.96,  0.96,-0.038,Ap...
8598,8.35,  14.82,  1.09, 0.544,F8
8599,7.79,   1.81,  0.93, 1.535,K0
8600,9.28,   7.88,  5.47, 0.566,G5
8601,8.99,   0.87,  2.75, 0.383,F0
8602,7.27,   3.13,  0.88,-0.015,B8
8603,9.88,   4.51,  1.04, 0.372,F0IV
8604,9.28,   2.83,  1.27, 0.406,F8
8605,7.8,   4.42,  1.02, 0.944,G5
8606,10.07,   2.10,  1.44, 1.190,G2
8607,10.59,  -4.78,  4.18, 0.962,F9Ib
8608,7.68,   4.52,  0.87, 1.172,K0
8609,8.7,   1.30,  0.77, 1.330,K3III
8610,8.91,   5.31,  2.04, 0.927,K0
8611,7.27,   3.68,  0.94, 1.595,M3
8612,6.7,   4.44,  0.90, 0.330,F0
8613,8.99,   1.64,  1.34, 0.463,F3V
8614,7.16,   8.04,  0.94, 0.366,A5
8615,10.53,  10.71,  1.76, 0.720,
8616,9.19,  11.87,  0.90, 0.525,F5V
8617,7.42,   3.19,  0.60, 0.134,A0
8618,7.2,  14.41,  0.91, 0.470,F5V
8619,6.54,   0.02,  0.80, 2.215,K5Ia0-a...
8620,8.78,   3.50,  1.02, 0.576,F6V
8621,7.91,   4.37,  0.92,-0.030,A0
8622,7.98,   3.09,  2.04, 0.130,B8V
8623,9.77,   2.20,  1.46, 0.541,B8
8624,11.48,  21.97,  5.74, 1.343,
8625,9.17,   1.22,  1.70, 0.230,B5
8626,9.25,   5.89,  1.27, 0.407,F2/F3V
8627,9.5,   4.94,  1.28, 0.456,F5
8628,9.26,   2.76,  3.22, 0.066,A0
8629,9.09,   0.11,  1.31, 0.514,F8
8630,8.49,   0.73,  1.80,-0.012,A5
8631,9.23,   3.97,  1.54, 0.460,F2/F3V
8632,9.61,   4.68,  1.58, 0.995,K0
8633,7.61,   5.05,  0.94, 1.029,G5
8634,6.44,   7.25,  0.71, 1.094,K1IIICN...
8635,7.06,   3.01,  0.80, 1.314,K2/K3III
8636,7.14,   4.26,  0.81,-0.054,A0p
8637,10.67,   3.68,  3.10, 0.375,F0V
8638,3.74,  12.59,  0.85, 1.136,K2III
8639,9.43,  -1.73,  1.81, 1.506,K5
8640,8.5,   6.38,  1.14, 0.541,F7V
8641,8.67,   8.57,  1.56, 0.712,G5
8642,9.02,   1.15,  1.31, 0.163,A4III
8643,7.2,  11.73,  1.00, 0.316,A5
8644,12.13,  13.13,  3.54, 1.143,K7
8645,9.91,   9.50,  1.13, 0.730,F5
8646,8.61,  22.83,  1.33, 0.644,G0
8647,8.3,   7.04,  1.08, 0.550,G0
8648,8.19,   0.92,  1.08, 1.489,M...
8649,8.12,   1.34,  1.00,-0.018,B9
8650,8.12,   2.64,  0.98, 1.614,K0
8651,8.35,   1.11,  1.00,-0.041,A0
8652,9.46,   1.37,  1.55, 0.181,B5
8653,7.18,  14.86,  0.94, 0.359,F2
8654,9.18,   0.46,  1.24, 1.168,K2III
8655,7.71,   5.85,  0.81, 0.248,A5
8656,7.45,   7.94,  1.35, 0.500,G5
8657,6.42,   6.01,  0.85, 1.233,K0
8658,8.72,   2.10,  1.19, 1.624,M...
8659,8.6,   5.67,  1.16, 0.515,F5V
8660,7.94,   2.27,  0.95, 1.538,K0
8661,8.68,   5.85,  1.27, 1.251,K5
8662,8.79,   5.13,  1.14, 0.325,A8/A9V
8663,9.86,   1.12,  1.51, 1.084,G5
8664,9.23,   2.60,  1.32, 0.320,B9V
8665,6.95,   2.45,  0.91, 1.518,K4III
8666,7.8,   2.11,  0.90, 1.249,G5
8667,8.96,  18.30,  1.39, 0.693,G6IV/V
8668,7.92,   5.02,  0.99, 0.265,A2m
8669,9.8,   8.92,  1.47, 0.790,G6/G8V
8670,9.09,   3.02,  1.23, 1.042,G5
8671,9.34,  12.96,  5.37, 0.166,A0
8672,9.64,  15.16,  7.20, 0.212,A0
8673,9.22,   6.86,  0.90, 0.368,F3V
8674,9.26,  -1.62,  1.34, 1.676,K5
8675,10.66,   2.49,  1.50, 1.447,M8
8676,8.01,   0.39,  0.88,-0.044,B9
8677,9.44,   3.10,  1.43, 0.619,G0
8678,8.16,   6.26,  1.17, 0.243,A3
8679,8.48,   9.21,  0.68, 0.511,F5V
8680,11.48,  20.13,  5.96, 1.388,
8681,6.44,   4.05,  0.87, 1.608,M2III
8682,6.59,   8.71,  0.86, 1.102,K2III
8683,6.94,   9.37,  0.58, 0.491,F5
8684,11.8,  56.35,  3.05, 1.475,M4
8685,7.83,   1.88,  0.84, 1.215,K2III
8686,9.74,   2.17,  1.53, 0.250,B8V
8687,7.43,  10.61,  0.83, 0.539,F6V
8688,8.68,   5.65,  1.05, 0.436,F5IV/V
8689,8.07,   7.35,  0.91, 0.419,F3/F5IV
8690,9.08,   1.83,  1.13,-0.031,B9
8691,8.92,  -0.10,  1.15, 1.567,K5
8692,8.55,   4.28,  0.95, 1.051,K0III
8693,8.22,   0.74,  1.04, 1.117,G5
8694,8.08,   3.80,  0.75, 1.242,K3IIICN...
8695,8.82,   3.94,  1.08, 0.294,A3
8696,8.95,  32.38,  0.87, 0.888,K1V
8697,5.53,   3.17,  0.66,-0.175,B1.5V
8698,8.03,   2.95,  1.26, 0.180,A2
8699,9.08,   6.93,  1.19, 0.567,G0V
8700,8.04,   4.46,  0.92, 0.951,G8III
8701,7.39,   7.92,  1.74, 0.100,F0
8702,12.44,  63.08,  3.79, 0.170,DAs
8703,9.34,   2.33,  1.42, 0.391,F2
8704,8.1,  10.83,  0.70, 0.436,F3/F5V
8705,8.83,   2.98,  0.87, 0.182,A0
8706,10.5,       ,      ,      ,
8707,5.7,   6.63,  0.73,-0.067,B9p...
8708,9.26,   4.59,  1.29, 0.300,A7IV
8709,9.95,   0.60,  1.66, 0.251,B8V
8710,9.04,  16.30,  1.37, 0.639,G0
8711,6.74,   8.67,  0.89, 1.136,K0III
8712,10.91,  10.10,  1.91, 0.762,
8713,7.63,  12.28,  0.77, 0.549,F8
8714,7.97,   3.66,  0.87, 0.100,A2/A3V
8715,8.08,  12.70,  0.94, 0.421,F3V
8716,8.34,   9.63,  1.52, 0.500,F5V
8717,9.38,   3.36,  1.54, 0.187,O8V
8718,9.39,   8.30,  1.30, 0.593,F7V
8719,11.37,  16.68,  2.46, 1.290,M0
8720,8.33,   3.61,  0.92, 0.100,A3V
8721,9.6,  25.59,  1.39, 0.958,K2V
8722,8.4,   6.85,  1.79, 0.414,F5
8723,8.81,   5.36,  1.04, 1.130,K0/K1III
8724,8.59,   4.11,  1.27, 0.300,A3m...
8725,7.83,   2.86,  0.91, 1.199,K2III
8726,9.5,   6.12,  1.24, 0.569,G3V:
8727,6.89,  18.03,  0.80, 0.440,F8
8728,9.93,   5.77,  1.54, 0.602,G0
8729,10.27,   2.56,  1.87, 0.570,F5
8730,8.61,   6.53,  1.10, 0.520,F6/F7V
8731,7.93,   3.27,  0.99, 0.326,B0pe
8732,8.02,   6.29,  0.91, 0.269,A7V
8733,8.8,   2.67,  1.03, 0.217,A0
8734,9.11,   8.29,  1.06, 0.546,F7V
8735,7.95,   4.34,  1.00, 0.398,A3
8736,9.32,   0.92,  1.41, 1.070,K0
8737,10.36,  15.94,  1.26, 0.949,
8738,9.73,   6.01,  1.00, 0.540,F7V
8739,8.95,   3.48,  1.14, 0.475,F3/F5IV/V
8740,7.71,   2.52,  0.99,-0.069,B8
8741,7.91,   7.61,  0.95, 0.423,F3V
8742,8.6,   2.05,  1.08, 1.382,K2
8743,6.77,   4.36,  0.49,-0.050,B9V
8744,9.8,   5.80,  1.29, 0.533,F8/G0V
8745,9.84,   3.92, 15.08, 0.490,F2
8746,10.08,  20.46,  1.51, 1.095,K2
8747,7.98,   6.40,  1.27, 0.237,A0
8748,9.17,   4.43,  1.16, 0.393,F0V
8749,8.52,   6.55,  1.03, 0.383,A5
8750,7.53,   4.94,  0.89, 0.954,G5
8751,8.8,  13.31,  1.10, 0.618,G0V
8752,7.41,   0.57,  1.03, 1.389,K2III
8753,9.03,   1.99,  1.28, 0.123,A0
8754,8.97,   7.86,  1.21, 0.567,G0V
8755,7.86,   1.99,  0.77, 1.671,M2III
8756,8.64,   1.51,  1.11, 0.034,A0
8757,8.78,   2.03,  1.28, 1.010,G5
8758,7.98,   4.55,  1.29, 1.014,G5
8759,10.09,  17.16,  1.66, 0.918,
8760,8.25,   1.86,  0.73, 1.026,K0II
8761,8.89,  90.17,  1.37, 1.424,K5/M0V
8762,8.13,   4.62,  1.00, 0.999,K0III
8763,7.51,  18.58,  0.97, 0.607,G0V
8764,6.28,   6.59,  0.71, 0.050,A3V
8765,9.9,  -1.16,  2.37, 0.330,A0Ib
8766,9.55,   6.26,  1.16, 0.436,F3V
8767,8.47,   2.02,  1.09, 1.004,G5
8768,11.48,  21.01,  3.33, 1.315,K7
8769,9.25,   6.10,  1.66, 0.771,G0
8770,9.05,   8.46,  1.33, 0.841,G0
8771,5.78,   9.87,  0.79, 0.260,F0V
8772,10.77,   1.41,  2.09, 0.600,F5
8773,9.33,   7.56,  0.95, 0.500,F7V
8774,9.26,       ,      , 0.709,G5V + G/K
8775,9.66,   6.74,  1.54, 0.777,G0
8776,8.27,   3.09,  0.66, 0.075,A0IV/V
8777,8.03,   7.01,  0.93, 0.237,A5III/IV
8778,8.86,   0.70,  1.20, 0.921,K0
8779,9.57,   3.20,  1.39, 0.667,G5/G6V:w
8780,7.91,   6.18,  0.74, 1.184,K2III
8781,9.06,   0.28,  0.76, 1.433,K3III
8782,8.33,   2.07,  1.28, 1.047,K0III
8783,9.98,   4.43,  1.14, 0.546,F8V
8784,8.85,   3.19,  1.41, 0.110,A2
8785,8.2,  13.95,  1.02, 0.525,F7V
8786,9.24,   3.75,  1.32, 0.497,F5V
8787,9.16,   6.32,  1.65, 1.103,K0
8788,8.45,  10.67,  1.19, 0.496,G0
8789,3.42,  50.87,  0.82, 0.488,F6IV
8790,8.36,   3.50,  0.90, 0.097,A0
8791,7.43,  26.56,  1.06, 0.635,G0
8792,8.76,  16.32,  0.86, 0.727,G5V
8793,8.62,   4.21,  0.83, 1.248,K2III
8794,8.25,   4.84,  2.03,      ,K:III+...
8795,8.21,   7.93,  1.02, 0.485,F8
8796,9.27,   6.92,  2.51, 0.610,G1V
8797,6.86,   4.29,  0.85, 1.475,K5III
8798,7.05,  11.75,  1.13, 0.420,F5
8799,8.77,   3.85,  1.19, 1.079,K0
8800,8.16,  13.68,  0.97, 0.468,F5V
8801,10.13,   6.79,  1.66, 0.503,F5V
8802,9.51,   3.85,  1.22, 0.263,A5
8803,9.16,   0.50,  0.97, 1.074,K0III
8804,8.07,  10.76,  2.31, 0.485,F5
8805,7.87,   3.96,  1.04, 1.047,K0III
8806,9.71,   4.47,  1.01, 0.440,F3IV/V
8807,5.42,   6.04,  0.79, 1.311,K1III
8808,9.69,   8.37,  1.61, 1.164,K0
8809,8.26,   1.87,  1.03, 0.450,F8
8810,12.48,  19.60,  4.71,      ,
8811,8.16,   0.04,  1.29, 1.570,K5III
8812,10.42,   1.76,  1.82, 0.560,F5
8813,6.09,   8.62,  0.72, 1.125,K1/K2III
8814,8.89,   4.86,  1.56, 0.525,F0
8815,9.35,   0.87,  2.47, 0.430,B0III
8816,8.21,   3.71,  1.02, 1.100,G9III-IV
8817,7.35,   3.47,  0.87, 1.169,K0III
8818,10.35,  23.06,  1.35, 1.131,K5
8819,7.07,   5.19,  0.77, 1.107,G5
8820,7.07,   9.28,  1.02, 0.483,F6III
8821,9.62,   1.75,  1.26, 1.116,K2/K3III
8822,8.03,   7.74,  0.93, 0.402,F0
8823,9.31,  24.12,  1.34, 0.988,K1/K2V
8824,8.05,   8.64,  0.75, 1.072,K1III
8825,3.88,  15.96,  0.85,-0.047,A1p Si
8826,4.61,  17.11,  0.77, 0.928,K0III SB
8827,10.46,   5.62,  1.26, 0.668,
8828,8.25,   7.61,  1.14, 0.416,F4V
8829,7.44,   3.20,  1.18, 1.378,K2
8830,4.39,  10.15,  0.60, 1.597,M4III SB
8831,7.73,  15.89,  0.88, 0.550,F8
8832,8.47,   5.95,  0.77, 0.956,K0III/IV
8833,9.37,   8.68,  0.99, 0.581,F7V
8834,9.23,  13.15,  1.30, 0.675,G5
8835,12.2,  14.47,  3.89, 1.294,K7V:
8836,9.6,   5.72,  1.68, 0.425,F3/F5V
8837,11.68,  18.98,  3.57, 1.331,
8838,8.73,   5.52,  1.13, 1.119,K1IVCN...
8839,7.86,   4.27,  0.68, 1.207,K0
8840,6.44,  13.61,  0.66, 0.185,A5m
8841,8.33,  11.64,  0.76, 0.682,G1IV
8842,9.46,   1.89,  1.24, 1.024,G8/K0III
8843,8.87,   2.04,  1.23, 1.029,K0III
8844,9.39,   2.43,  1.36, 0.170,B8
8845,9.36,   4.76,  1.34, 0.425,F2
8846,10.63,   6.64,  2.04, 0.530,G0
8847,9.4,   5.45,  1.36, 0.876,K0IV/V
8848,9.69,   3.07,  1.26, 0.075,B8
8849,6.87,   3.81,  0.79, 1.348,K0
8850,7.51,   7.96,  0.96, 0.395,F0
8851,8.71,   9.10,  1.24, 0.581,F8
8852,6.77,  23.97,  0.97, 0.468,F5V
8853,8.9,   7.04,  0.89, 0.525,F8
8854,9.4,   7.06,  1.49, 0.465,F5
8855,9.81,   8.20,  1.28, 0.689,G6V
8856,8.97,   6.48,  1.22, 0.595,G3V
8857,10.18,   3.92,  1.72, 0.500,F5
8858,9.7,  26.57,  1.77, 1.040,K5V
8859,7.01,   6.62,  0.55, 0.293,A8IV/V
8860,8.47,  45.16,  1.09, 1.010,G5
8861,9.78,   4.89,  1.41, 0.487,F7V
8862,7.94,   0.44,  0.77, 1.435,K4III
8863,7.34,   3.15,  0.65, 1.496,M0III
8864,8.82,   5.35,  1.24, 0.234,A3
8865,7.78,  12.53,  1.19, 0.653,G5
8866,9.6,   4.71,  1.51, 1.344,K0
8867,8.03,   2.51,  1.17, 1.077,K0III
8868,9.31,   1.12,  1.36, 1.795,M0
8869,8.97,  -1.92,  1.50, 1.687,K5
8870,8.0,   7.28,  0.89, 0.184,A3
8871,8.09,   3.71,  0.92, 1.365,K3III
8872,7.03,   4.11,  0.67, 1.635,M0
8873,8.19,   2.95,  1.13, 1.180,K1IVCN...
8874,9.15,  27.05,  1.23, 0.887,K2V
8875,5.12,  10.55,  0.69,-0.060,A3V
8876,6.6,   1.33,  1.06, 1.681,M0
8877,8.34,   2.65,  0.75, 1.268,K2III
8878,10.96,  11.31,  1.60, 1.300,
8879,3.35,   7.38,  0.57,-0.150,B2pvar
8880,8.07,  16.98,  1.24, 0.711,F8
8881,7.11,   6.72,  0.94, 1.155,K0
8882,9.63,   1.30,  1.82, 0.385,F0V
8883,8.79,   0.04,  1.18, 0.979,K0III
8884,8.77,   5.70,  1.42, 0.659,G0
8885,8.81,   2.45,  1.28, 1.097,K0
8886,8.34,   2.14,  1.05, 1.050,K0
8887,11.98,  15.31,  5.53, 1.328,
8888,8.34,   3.86,  2.85, 0.158,B9IV
8889,7.31,   2.76,  0.77, 0.012,A0
8890,10.03,   3.85,  1.22, 0.490,F5/F6V
8891,9.3,   1.05,  1.41, 0.197,A0
8892,7.94,   2.43,  1.24, 1.005,G5
8893,8.27,   6.09,  0.97, 0.511,F3V
8894,8.85,   0.18,  1.08, 1.243,K2
8895,7.06,   2.57,  0.89, 1.456,K2
8896,2.64,  54.74,  0.75, 0.165,A5V...
8897,10.97,  12.36,  2.86, 0.738,G5
8898,7.96,   1.25,  0.91, 0.960,G5
8899,8.89,   5.75,  2.28, 0.991,G8III
8900,9.32,  -1.79,  1.30, 0.050,A2
8901,6.67,   5.75,  0.56, 1.011,G5
8902,10.44,   4.93,  4.43, 0.554,
8903,8.42,   1.44,  1.15, 1.039,G5
8904,7.39,   4.92,  0.85, 0.946,G5
8905,8.79,   2.03,  1.30, 0.062,B9V
8906,8.91,  -0.96,  1.01, 1.448,
8907,6.83,   4.66,  0.86, 1.583,K2
8908,8.46,   2.42,  1.06, 0.324,F0
8909,7.45,   0.81,  0.94, 0.969,G5
8910,9.12,   2.46,  0.84, 1.682,M1III
8911,8.01,  10.85,  1.14, 0.543,F5
8912,9.58,   0.90,  1.47, 0.993,G5
8913,8.98,  10.88,  1.27, 0.559,G0
8914,8.52,   4.19,  1.06, 1.015,G8III
8915,6.25,   9.45,  1.84, 1.262,K2
8916,8.24,  13.76,  1.07, 0.638,G3V
8917,11.94,  10.46,  3.97, 1.370,M0V:
8918,9.05,   5.17,  1.15, 0.383,F2
8919,7.63,   5.51,  1.02, 0.987,K1II-III
8920,8.3,   4.07,  1.12, 1.050,G5
8921,4.68,  15.04,  0.47, 0.931,G5III
8922,6.82,  -0.52,  0.79, 1.151,G2Ib
8923,6.28,   6.21,  0.77, 1.169,K0
8924,9.81,   7.69,  1.68, 0.469,F7V
8925,8.65,   4.93,  0.98, 0.370,F2IV
8926,9.63,   6.01,  2.43, 0.452,F8
8927,7.41,   3.04,  0.84, 1.017,G5
8928,8.88,   2.79,  0.81, 1.143,K0III
8929,6.92,   3.62,  0.98, 1.289,K2/K3III
8930,8.25,   5.23,  1.12, 0.027,A0
8931,7.34,   7.27,  1.89, 0.485,F2...
8932,12.37,  -6.34,  4.66,      ,A8
8933,9.56,   4.54,  1.23, 0.486,F2
8934,8.14,  10.02,  1.10, 0.242,Am
8935,8.78,   0.16,  1.17, 1.137,G3/G5III
8936,8.16,   7.89,  1.06, 0.424,F2V
8937,8.01,   1.57,  1.07, 1.300,G5
8938,8.41,   8.94,  0.80, 0.464,F5V
8939,12.49,  22.93,  5.47, 1.340,M0V:
8940,7.81,   4.34,  1.19, 1.094,K0
8941,8.2,   5.32,  0.90, 0.413,F5
8942,8.52,   4.95,  1.09, 0.193,A2IV/V
8943,7.72,   1.53,  0.85, 0.056,A0II
8944,7.55,   2.76,  1.14,-0.020,B9
8945,9.4,   2.78,  1.57, 0.852,K0
8946,9.1,   2.46,  1.48, 1.292,M0
8947,8.73,   6.27,  1.20, 0.471,F3V
8948,9.14,   2.64,  1.68, 0.401,F2V
8949,9.97,   2.45,  1.51, 0.550,F2
8950,6.43,  18.23,  0.93, 0.409,F2V
8951,9.36,  23.17,  3.02, 0.940,K0
8952,8.4,   3.45,  0.79, 0.977,G8III
8953,8.35,   4.05,  0.93, 1.007,G5
8954,10.35,   1.21,  1.75, 1.103,K2
8955,9.41,   3.88,  1.60, 0.437,F2/F3V
8956,6.97,   5.82,  0.96, 0.375,A5
8957,8.65,   2.84,  1.28, 0.960,K0
8958,8.68,   3.85,  1.49, 0.300,A6V
8959,8.55,   6.00,  1.10, 0.279,Am...
8960,8.9,   4.70,  1.30, 0.576,G1V
8961,8.28,  -0.83,  1.06, 1.371,M...
8962,8.86,   9.10,  1.23, 0.719,G0
8963,8.21,   3.67,  1.12, 1.013,G8III
8964,9.16,   6.76,  1.24, 0.372,A5
8965,12.04,  27.77,  3.55, 1.453,M2V:
8966,7.58,   4.39,  0.97, 0.976,G5
8967,9.49,   6.82,  2.96, 0.757,G5/G6V
8968,9.27,   7.71,  4.08, 0.645,G5V
8969,6.97,   2.33,  0.54, 1.628,M1III
8970,8.8,   4.27,  0.87, 0.893,K0III
8971,6.85,   1.99,  0.63, 1.641,K5
8972,9.21,   0.73,  1.44, 0.915,G5
8973,7.06,   3.78,  0.84, 0.004,B2Vne
8974,9.21,   7.90,  1.28, 0.627,G0
8975,7.56,   5.53,  0.90, 0.426,F2
8976,6.07,  21.50,  0.53, 0.356,F0IV/V
8977,7.26,   4.93,  0.84, 1.093,K0
8978,6.72,   3.37,  0.58, 0.170,A5V
8979,6.85,   7.65,  0.81, 0.240,A5
8980,9.86,  25.75,  1.11, 1.119,K4/K5V
8981,8.02,   7.00,  0.98, 0.480,F3V
8982,9.47,   8.41,  1.17, 0.563,G0V
8983,7.36,   4.54,  1.00, 1.029,K0III
8984,6.15,  24.20,  0.51, 0.448,F5/F6IV/V
8985,9.06,   4.72,  1.07, 0.430,F6IV
8986,5.76,   6.25,  0.83, 1.185,K1III
8987,8.71,  -0.06,  0.95, 1.211,K1III
8988,7.1,   5.22,  0.60, 0.906,G8III
8989,9.36,   3.20,  1.62, 1.337,K0
8990,10.19,   4.69,  1.81, 0.657,G0
8991,9.06,   6.15,  1.21, 0.438,F3IV/V
8992,6.01,  25.71,  1.73, 0.549,F7V+...
8993,7.6,   3.68,  0.96, 0.110,B8V
8994,5.89,   3.29,  0.74, 1.599,K5III
8995,8.17,   3.29,  1.09, 0.143,A2
8996,10.92,   3.47,  2.46, 0.462,B...
8997,7.93,   5.91,  0.94, 0.237,A9V
8998,9.69,   2.98,  2.11, 0.983,G8
8999,8.51,   6.98,  3.27, 0.391,F3V
9000,10.14,   3.31,  1.64,-0.012,A0
9001,3.69,  57.19,  0.62, 0.844,G5IV
9002,4.97,   4.65,  0.55,-0.084,B8III
9003,9.14,   1.31,  1.34, 0.927,K0/K1III
9004,7.31,   1.15,  0.92, 1.400,K4III
9005,8.27,   7.17,  1.13, 0.462,F2
9006,8.24,   4.79,  1.00, 0.402,F5
9007,7.09,   5.86,  0.62, 1.220,K0
9008,8.18,   2.38,  1.02, 1.508,K5/M0III
9009,8.39,  16.83,  1.35, 0.589,G0
9010,9.81,   1.15,  1.52, 0.180,B1V:pe
9011,9.04,   9.76,  1.35, 0.526,G0
9012,9.8,   4.40,  1.59, 0.669,G3/G5V
9013,9.23,   2.68,  0.99, 0.227,B8
9014,5.69,  10.18,  0.78, 1.060,G8III...
9015,6.37,   5.13,  0.59,-0.081,B8/B9V
9016,9.26,   5.23,  1.31, 0.460,F2
9017,8.54,   9.23,  0.94, 0.411,F5
9018,8.78,   4.95,  1.21, 0.409,F2V
9019,9.2,   2.93,  1.26, 0.336,B5
9020,8.65,   6.33,  1.19, 0.658,G3V
9021,8.49,   9.18,  1.01, 0.529,F8
9022,8.25,  10.71,  1.08, 0.571,G1/G2V
9023,8.79,  -0.24,  1.29, 1.504,M2III
9024,8.07,   0.64,  1.12, 1.322,K2:III:
9025,8.42,  10.29,  1.22, 0.434,F0
9026,9.91,   5.62,  1.46, 0.902,K2
9027,7.86,   1.57,  0.95, 1.419,K4III
9028,7.95,  11.47,  1.34, 0.590,G0
9029,8.7,  11.62,  0.82, 0.874,K0IV
9030,7.43,   0.99,  2.18, 0.090,B7V
9031,8.74,   3.43,  0.80, 0.104,A3V
9032,7.91,   5.04,  1.00, 0.325,F0
9033,7.72,  11.35,  0.86, 0.500,F8
9034,8.52,   3.91,  0.83, 1.155,K1III
9035,7.24,   1.52,  0.68, 2.239,M4
9036,12.23,  -6.72,  5.85,      ,
9037,8.61,  50.76,  0.78, 1.143,K5V
9038,6.98,   2.20,  0.76,-0.035,B9
9039,9.47,   7.45,  1.36, 0.685,G3V
9040,8.4,   4.44,  1.35, 1.153,K1III
9041,9.46,   1.02,  1.29, 0.078,B3
9042,6.52,   6.46,  0.86, 0.987,K0III
9043,8.8,   8.76,  1.04, 0.502,F6V
9044,7.53,  11.79,  0.68, 0.455,F5IV
9045,8.45,   1.26,  1.06, 1.467,K4III
9046,6.93,  13.66,  0.55, 0.380,F3IV/V
9047,7.09,   1.86,  0.71,-0.008,A0
9048,8.62,   2.16,  0.93, 0.055,A0
9049,9.67,  13.71,  1.29, 0.643,G5V
9050,9.74,   3.40,  1.79, 2.100,C0ev
9051,8.73,   0.50,  1.26, 1.341,K2IV/V
9052,9.62,  22.05,  1.45, 0.920,K2
9053,8.67,   1.95,  1.22, 1.203,K2
9054,4.92,   8.18,  0.85, 1.434,K3III
9055,8.93,  14.19,  1.26, 0.611,G0
9056,9.2,   2.11,  1.73, 1.604,M0
9057,9.01,   6.06,  0.88, 0.362,F0IV
9058,8.54,   9.23,  0.89, 0.516,F7/F8V
9059,9.36,   5.16,  2.14, 0.560,F6V
9060,11.62,  20.02,  3.09, 1.686,M
9061,8.74,   2.42,  1.23, 1.278,K2
9062,10.45,   3.79,  1.83, 0.500,F8
9063,8.65,   1.87,  1.56, 1.241,K2
9064,9.39,   5.20,  4.03, 0.459,F3V
9065,8.54,   2.85,  1.15, 0.500,F8
9066,7.85,  30.00,  0.92, 0.711,G5
9067,8.43,   1.98,  1.26, 0.963,G5
9068,7.87,   9.31,  0.82, 0.230,A7Vn
9069,9.81,   9.58,  1.50, 0.642,G5
9070,7.1,   0.28,  0.78, 1.477,K5
9071,7.47,   1.69,  0.61, 1.375,K3III
9072,9.87,   3.63,  1.38, 1.122,K2
9073,10.52,  13.26,  1.98, 0.785,K0
9074,8.25,   3.92,  1.20, 1.220,K0III
9075,9.22,  11.83,  1.25, 0.594,G0
9076,8.15,   2.61,  0.74, 1.201,K1/K2III
9077,8.73,   2.82,  1.28, 1.397,G8V
9078,6.1,  37.97,  0.61, 0.487,F8V
9079,7.38,   0.72,  0.93, 1.197,K1III
9080,7.73,  11.47,  1.78, 0.491,F5
9081,7.75,   7.49,  0.90, 0.323,F0IV
9082,9.21,   4.05,  1.50, 1.252,K7
9083,8.88,   6.07,  1.25, 1.125,K0
9084,8.78,   2.22,  0.84, 1.198,K1III
9085,7.28,   6.82,  0.99, 1.168,K2III
9086,9.05,   0.86,  1.24, 1.301,K5
9087,6.42,  29.43,  0.91, 0.817,G5
9088,4.82,  12.22,  0.59, 0.864,G8III
9089,10.74,   6.10,  1.85, 0.499,F5
9090,7.21,   4.91,  0.78, 0.136,A2
9091,9.02,   1.51,  1.17, 1.054,G5
9092,7.49,   1.35,  0.98, 1.319,G5
9093,7.95,   0.87,  1.06, 1.068,K1III
9094,10.59,   5.76,  6.87, 0.660,F0
9095,8.06,   4.56,  0.92, 0.094,A0
9096,8.75,   6.79,  1.26, 0.851,G5
9097,8.14,   0.92,  1.07, 1.599,K5III
9098,7.58,   0.57,  0.91, 1.644,M1III
9099,7.91,   2.65,  1.01, 1.230,K1III
9100,9.55,  -0.07,  1.29, 1.004,K0
9101,9.23,   6.04,  0.96, 0.508,F5V
9102,8.78,   2.69,  0.87, 1.288,K2/K3III
9103,5.09,   4.95,  0.95, 0.921,K1p...
9104,9.55,   2.69,  1.33, 0.552,F5
9105,6.98,   6.54,  0.84, 0.271,A8V
9106,9.84,   6.44,  1.75, 0.395,F2V
9107,7.88,   5.58,  5.72, 0.571,G6:III:+...
